TM2_LINK,TM2_Code,Disorder,Module
http://id.who.int/icd/release/11/mms/1792202077,SS5B,Vaḷi-predominant Aiyam body constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1616867889,SS5C,Aẕal-predominant Vaḷi body constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/461272930,SS5D,Aẕal-predominant Aiyam body constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1361680901,SS5E,Aiya-predominant Aẕal body constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1054351534,SS5F,Aiya-predominant Vaḷi body constitution pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1873479241/other,SS5Y,Other specified constitution patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1873479241/unspecified,SS5Z,"Constitution patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/640597431,,Personality patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1411723271,SS60,"Personality with a calm, composed mindset (TM2)",TM2
http://id.who.int/icd/release/11/mms/785368182,SS61,"Personality with an agitated, reactive mindset (TM2)",TM2
http://id.who.int/icd/release/11/mms/712135242,SS62,"Personality with a confused, negative mindset (TM2)",TM2
http://id.who.int/icd/release/11/mms/640597431/other,SS6Y,Other specified personality patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/640597431/unspecified,SS6Z,"Personality patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/844739135,,Temperament based patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/570509115,SS70,Human temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/220903323,SS71,Temperament according to age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/758529335,SS72,Dam predominant temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/666606171,SS73,Ṣafrā’ predominant temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/656157227,SS74,Balgham predominant temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/2039199114,SS75,Sawdā’ predominant temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/844739135/other,SS7Y,Other specified temperament based patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/844739135/unspecified,SS7Z,"Temperament based patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1219708494,,Age dependent patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1379451626,SS80,Kapha predominant age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/2100700086,SS81,Pitta predominant age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/2008777946,SS82,Vata predominant age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/330029133,SS83,Childhood age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/421953313,SS84,Adult age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/427937617,SS85,Old age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1406542390,SS86,Hot and moist predominant temperament age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/153115881,SS87,Hot predominant temperament with lesser degree of moistness age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1942661272,SS88,Cold and dry predominant temperament age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/473633329,SS89,Cold predominant temperament with greater degree of dryness age pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1219708494/other,SS8Y,Other specified age dependent patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1219708494/unspecified,SS8Z,"Age dependent patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1781367943,ST00,Abnormal temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1787442423,ST01,Simple morbid temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/551410066,ST02,Simple abnormal temperament without substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/12669760,ST03,Abnormal hot temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1865476503,ST04,Abnormal cold temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/183190562,ST05,Abnormal moist temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/240570910,ST06,Abnormal dry temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1354845629,ST07,Abnormal temperament associated with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1046263366,ST08,Abnormal hot temperament with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1370295533,ST09,Abnormal cold temperament with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/880189784,ST0A,Abnormal moist temperament with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/777688462,ST0B,Abnormal dry temperament with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/618083042,ST0C,Compound morbid temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/994171734,ST0D,Simple compound abnormal temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/835484730,ST0E,Simple hot and moist abnormal temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1884501391,ST0F,Simple hot and dry abnormal temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/970362481,ST0G,Simple cold and moist abnormal temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/765559289,ST0H,Simple cold and dry abnormal temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1464563080,ST0J,Compound abnormal temperament associated with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/951766817,ST0K,Abnormal hot and moist temperament associated with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1566663318,ST0L,Abnormal hot and dry temperament associated with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1196250688,ST0M,Abnormal cold and moist temperament associated with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1304490284,ST0N,Abnormal cold and dry temperament associated with substance pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1381374104,ST0P,Stable abnormal temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1490796532,ST0Q,Unstable abnormal temperament pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/126177168,ST0R,Thickening of moisture pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/682540848,ST0S,Presence of foreign moisture pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/572725316,ST0T,Thinning of moistures pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/145896834,ST0U,Infection of moistures pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/226892412,ST0V,Change of temperament of psychic Rūḥ pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1994302498,ST0W,Predominance of hotness pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1655286700,ST0X,Predominance of coldness pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/407068635,ST10,Predominance of moistness pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/2008212852,ST11,Predominance of dryness pattern (TM2),TM2
http://id.who.int/icd/release/11/mms/1233380430/other,ST1Y,Other specified body constitution and temperament patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1233380430/unspecified,ST1Z,"Body constitution and temperament patterns (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1576332228,,Varmam and Marmam patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1742405136,ST20,Injury pattern in the varmam or marmam (TM2),TM2
http://id.who.int/icd/release/11/mms/1576332228/other,ST2Y,Other specified varmam and Marmam patterns (TM2),TM2
http://id.who.int/icd/release/11/mms/1576332228/unspecified,ST2Z,"Varmam and Marmam patterns (TM2), unspecified",TM2
