TM2_LINK,TM2_Code,Disorder,Module
http://id.who.int/icd/release/11/mms/1846905779,SK6J,Excessive blinking disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1270078591,SK6K,Eyelid haematoma disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/529558368,SK6L,Ptosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/822848978,SK6M,Sticky eyelids disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1273059747,SK6N,Chalazion disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/978189214,SK6P,Stye disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1993682290,SK6Q,Ptilosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1478258208,SK6R,Non-inflammatory swelling of eye disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/586586735,SK6S,Periorbital polyp disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/914462183,SK6T,Phlyctenular nodule disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/636964423,SK6U,Trachoma disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1093380270,SK6V,Corneal opacity disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1904639108,SK6W,Panopthalmitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/683350676,SK6X,Phthisis bulbi disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1249767098/other,SK7Y,Other specified eye disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1249767098/unspecified,SK7Z,"Eye disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/2753503,,Ear disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/33641403,SK80,Ear abscess disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1716609481,SK81,Deafness disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/202033980,SK82,Otorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/109538384,SK83,Pruritus of ear disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1696401650,SK84,Dysacousia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1871753118,SK85,Impacted cerumen disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2055987526,SK86,Tinnitus disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/468572879,SK87,Otalgia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1702232830,SK88,Otitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/466297143,SK89,Pustules of pinna disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2753503/other,SK8Y,Other specified ear disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/2753503/unspecified,SK8Z,"Ear disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/341642327,,Nose disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/832593195,SK90,Epistaxis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1405861608,SK91,Anosmia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1467361496,SK92,Dry nose disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1576767412,SK93,Atrophic rhinitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/651856613,SK94,Nasal polyp disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1821206400,SK95,Rhinitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/612225920,SK96,Coryza and catarrh disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/528915496,SK97,Nasal obstruction disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/178115328,SK98,Ozaena disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1349233699,SK99,Sinusitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/697120322,SK9A,Adenoiditis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/341642327/other,SK9Y,Other specified nose disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/341642327/unspecified,SK9Z,"Nose disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1857550376,,Neck and throat disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/512470411,SL00,Throat tumour disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/328631581,SL01,Retropharyngeal abscess disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1293014912,SL02,Hoarseness of voice disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1736505922,SL03,Indistinctabnormal voice disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2122024590,SL04,Severe throat inflammation disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2059800754,SL05,Pharyngitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/510786647,SL06,Tonsillitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1377008485,SL07,Speech disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1295619984,SL08,Lymphadenopathy in throat region disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/587239726,SL09,Laryngitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1857550376/other,SL0Y,Other specified neck and throat disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1857550376/unspecified,SL0Z,"Neck and throat disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1000664379,SL20,Excessive sneezing disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/240013389,SL21,Hypernasal speech disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/823901578/other,SL2Y,"Other specified eye, ear, nose, throat and neck disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/823901578/unspecified,SL2Z,"Eye, ear, nose, throat and neck disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1274104313,,Respiratory system disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1252530838,SL40,Bronchial asthma disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1155955370,SL41,Cough disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1196419841,SL42,Dyspnoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1274104313/other,SL4Y,Other specified respiratory system disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1274104313/unspecified,SL4Z,"Respiratory system disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/604042066,,"Heart, blood and circulatory disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/21381775,,Heart disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1076215290,SL60,Slow heart disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/381547252,SL61,Heart pain disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1236474281,SL62,Palpitation disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/21381775/other,SL6Y,Other specified heart disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/21381775/unspecified,SL6Z,"Heart disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1688071994,,Circulatory disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/990165161,SL70,Varicose veins disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/985195023,SL71,Varicose ulcer disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1321572188,SL72,Thickened arteries disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1688071994/other,SL7Y,Other specified circulatory disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1688071994/unspecified,SL7Z,"Circulatory disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1785833770,,Blood related disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/583544121,SL80,Anaemia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/20474469,SL81,Bleeding disorder disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1785833770/other,SL8Y,Other specified blood related disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1785833770/unspecified,SL8Z,"Blood related disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1494666522,SM00,Lymphadenopathy disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/353597412,SM01,Elephantiasis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/604042066/other,SM0Y,"Other specified heart, blood and circulatory disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/604042066/unspecified,SM0Z,"Heart, blood and circulatory disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1104895717,,Gastro-intestinal disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1627131462,,Oral cavity disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1918241818,SM10,Stomatitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/716890575,SM11,Dental abscess disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/465030857,SM12,Bruxism disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1633499832,SM13,Pyorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2128777698,SM14,Gingivitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1953445518,SM15,Halitosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1635022934,SM16,Sialorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1423182930,SM17,Palatitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/491894702,SM18,Uvulitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/923541522,SM19,Ludwig’s angina disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1493015227,SM1A,Odontalgia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/571961034,SM1B,Bleeding gum disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/490388898,SM1C,Ranula disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2108588383,SM1D,Parotitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1461120625,SM1E,Dental caries disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/61564620,SM1F,Dental plaque disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/118943988,SM1G,Discolouration of teeth disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2113668227,SM1H,Odontoseisis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/704049524,SM1J,Sensitive teeth disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1948060500,SM1K,Lip chapping and bleeding disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/251133733,SM1L,Itchy swollen lip diorder (TM2),TM2
http://id.who.int/icd/release/11/mms/444657837,SM1M,Dry chapped lip disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1349561784,SM1N,Xerostomia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/524351110,SM1P,Ageusia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1627131462/other,SM1Y,Other specified oral cavity disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1627131462/unspecified,SM1Z,"Oral cavity disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/2137712626,,Abdominal cavity disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/2027662198,SM30,Haematemesis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1886136086,SM31,Abdominal distension disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1149003012,SM32,Ascites disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1140219191,SM33,Abdominal pain disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2107958569,SM34,Constipation disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1304317005,SM35,Volvulus disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/430208128,SM36,Malabsorption disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/213858904,SM37,Diarrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1054784997,SM38,Dysentery disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1589628210,SM39,Dyspepsia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1701691528,SM3A,Hyperacidity disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/11955507,SM3B,Indigestion disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1214224285,SM3C,Food stasis indigestion disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1741936461,SM3D,Duodenal ulcer disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1834905633,SM3E,Gastric ulcer disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1261400053,SM3F,Gastritis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1811898151,SM3G,Hernia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/526277942,SM3H,Nausea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/359942700,SM3J,Retching disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/527900632,SM3K,Abdominal lumps disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1515569233,SM3L,Vomiting disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2137712626/other,SM3Y,Other specified abdominal cavity disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/2137712626/unspecified,SM3Z,"Abdominal cavity disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1978089630,,Liver and Spleen disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/2021399300,SM40,Liver abscess disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2032525894,SM41,Jaundice disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1036498146,SM42,Hepatomegaly disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/964305630,SM43,Hepatitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1186215023,SM44,Splenomegaly disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1978089630/other,SM4Y,Other specified liver and Spleen disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1978089630/unspecified,SM4Z,"Liver and Spleen disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1901778594,,Anorectal disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/841741921,SM50,Proctalgia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1662149539,SM51,Anal fissure disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/435722194,SM52,Fistula in ano disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1616349688,SM53,Haemorrhoids disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2061540355,SM54,Proctitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1086007413,SM55,Rectal prolapse disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1341223511,SM56,Anal abscess disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1901778594/other,SM5Y,Other specified anorectal disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1901778594/unspecified,SM5Z,"Anorectal disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1759348926,SM70,Flank pain disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1289319696,SM71,Anorexia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1450947418,SM72,Bowel inflammation disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1767268402,SM73,Infantile tenesmus disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1290811390,SM74,Hiccough disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/460984650,SM75,Dynamic intestinal obstruction disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/837500040,SM76,Severe vomiting and diarrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1104895717/other,SM7Y,Other specified gastro-intestinal disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1104895717/unspecified,SM7Z,"Gastro-intestinal disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1542941233,,Urinary and reproductive system disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/344029973,,Urinary system disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/305626317,SM80,Renal abscess disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/198305416,SM81,Retention of urine disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/340201268,SM82,Insufficiency of the urinary bladder disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/165944656,SM83,Renal colic disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/840913416,SM84,Nephritis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/599936478,SM85,Cystitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1495841197,SM86,Wound of the urinary bladder disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1570058131,SM87,Dysuria disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1937059347,SM88,Dribbling of urine disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1882244168,SM89,Thick urine disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/782160949,SM8A,Haematuria disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/605254489,SM8B,Urinary incontinence disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/8312245,SM8C,Urinary stone disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1280110553,SM8D,Polyuria disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/358980461,SM8E,Oliguria disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/344029973/other,SM8Y,Other specified urinary system disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/344029973/unspecified,SM8Z,"Urinary system disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1076641430,,Female Reproductive System disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/2110178918,SM90,Amenorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1798710974,SM91,Endocervicitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1639678418,SM92,Bartholin's cyst disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2116905062,SM93,Leucorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1956695818,SM94,Female infertility disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2658295,SM95,Vaginitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/590014910,SM96,Dysmenorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/992209794,SM97,Hypomenorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1258745981,SM98,Dysfunctional uterine bleeding disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1850040097,SM99,Uterine polyps disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/194966166,SM9A,Uterine prolapse disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1386452098,SM9B,Vaginismus disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/139848287,SM9C,Metritis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1076641430/other,SM9Y,Other specified female Reproductive System disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1076641430/unspecified,SM9Z,"Female Reproductive System disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1252104698,,Male Reproductive System disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/404581329,SN00,Balanitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1389908912,SN01,Hydrocele disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/594866573,SN02,Erectile dysfunction disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/207552813,SN03,Oligospermia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/114468417,SN04,Mustardsize boils on penis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/742624129,SN05,Orchitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/644455581,SN06,Penile growth disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1877747555,SN07,Priapism disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1800515933,SN08,Prostatic enlargement disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1169273053,SN09,Spermatorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/375446588,SN0A,Phimosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1252104698/other,SN0Y,Other specified male Reproductive System disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1252104698/unspecified,SN0Z,"Male Reproductive System disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1429696590,,Pregnancy and childbirth related disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/480312815,SN10,Decreased breastmilk disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/412899090,SN11,Vitiated breast milk disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/313933836,SN12,Recurrent pregnancy loss disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1429696590/other,SN1Y,Other specified pregnancy and childbirth related disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1429696590/unspecified,SN1Z,"Pregnancy and childbirth related disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1110925902,SN30,Gonorrhoea disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1721348227,SN31,Syphillis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1542941233/other,SN3Y,Other specified urinary and reproductive system disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1542941233/unspecified,SN3Z,"Urinary and reproductive system disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1367002461,,"Skin, nail and hair disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/1606080290,,Skin disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1447062984,SN40,Dermatitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1094833941,SN41,Discoloration of body disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1166509593,SN42,Dryness of skin disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/295973128,SN43,Eczema disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1222320114,SN44,Foul body smelling disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1931497642,SN45,Excess of sweat disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1715150450,SN46,Scabies disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1020092589,SN47,Dracunculosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1660768124,SN48,Intertrigo disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/920582243,SN49,Integumentary disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1012096783,SN4A,Psoriasis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/406780387,SN4B,Ichthyosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1120438080,SN4C,Scaling of scalp and forehead skin disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/655567499,SN4D,Vitiligo disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2133870995,SN4E,Lentigo disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/245164974,SN4F,Birth mark blackish red disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/28021156,SN4G,Melasma disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/187053776,SN4H,Mole disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/193038014,SN4J,Black red skin lesion disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1967864905,SN4K,Urticaria disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2114808325,SN4L,Wheal disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1361484453,SN4M,Boil disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2075637605,SN4N,Prickly heat disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2064647957,SN4P,Pemphigus vulgaris disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/189225144,SN4Q,Scar marks disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/240793000,SN4R,Roughness of skin disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1754950261,SN4S,Verruca disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2105615533,SN4T,Herpes disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/41336270,SN4U,Ring worm infection disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/645959339,SN4V,Acne disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/293026993,SN4W,Ulcer disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1606080290/other,SN5Y,Other specified skin disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1606080290/unspecified,SN5Z,"Skin disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1780130598,,Nail disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/749377975,SN60,Brittle nails disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1780130598/other,SN6Y,Other specified nail disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1780130598/unspecified,SN6Z,"Nail disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/964894896,,Hair disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1130046240,SN70,Furunculosis of scalp disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/470952586,SN71,Baldness disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/151610450,SN72,Folliculitis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2087934559,SN73,Premature greying of hair disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/964894896/other,SN7Y,Other specified hair disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/964894896/unspecified,SN7Z,"Hair disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1733830101,SN90,Patchy alopecia disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/2114483334,SN91,Dandruff disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/512556227,SN92,Carbuncle disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1367002461/other,SN9Y,"Other specified skin, nail and hair disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/1367002461/unspecified,SN9Z,"Skin, nail and hair disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/1324098793,,"Bone, joint and muscle disorders (TM2)",TM2
http://id.who.int/icd/release/11/mms/1450351129,,Bone disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1278087668,SP00,Osteoporosis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1450351129/other,SP0Y,Other specified bone disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1450351129/unspecified,SP0Z,"Bone disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/748187240,,Joint disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/383282991,SP10,Polyarthritis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1436346745,SP11,Rheumatism disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1911639957,SP12,Osteoarthritis disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/315196872,SP13,Hip joint pain disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1997678707,SP14,Gout disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/1234160905,SP15,Frozen shoulder disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/748187240/other,SP1Y,Other specified joint disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/748187240/unspecified,SP1Z,"Joint disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/38874374,,Muscle disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/1815255902,SP20,"Muscle pain, twisting disorder (TM2)",TM2
http://id.who.int/icd/release/11/mms/1722039721,SP21,Atony disorder (TM2),TM2
http://id.who.int/icd/release/11/mms/38874374/other,SP2Y,Other specified muscle disorders (TM2),TM2
http://id.who.int/icd/release/11/mms/38874374/unspecified,SP2Z,"Muscle disorders (TM2), unspecified",TM2
http://id.who.int/icd/release/11/mms/63119863,SP40,Achillodynia disorder (TM2),TM2
